timestamp,temp_c,dewpoint_temp_c,wind_speed,mean_sea_level_pressure,relative_humidity,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,temp_c_station
2020-03-17T14:00:00Z,19.9,10.3,5.4,102128.42,0.54,0,329.01,0.55,B
2020-03-17T15:00:00Z,19.54,9.84,5.63,102093.85,0.53,0,328.68,0.7,C
2020-03-17T16:00:00Z,19.57,9.65,5.99,102090.32,0.53,0,330.57,0.37,A
2020-03-17T17:00:00Z,19.56,9.5,6.2,102054.09,0.52,0,328.7,0.44,A
2020-03-17T18:00:00Z,19.52,9.68,6.46,102066.11,0.53,0,328.77,0.71,A
2020-03-17T19:00:00Z,19.38,9.73,6.56,102073.01,0.54,0,337.6,0.36,C
2020-03-17T20:00:00Z,19.41,10.03,6.63,102115.67,0.55,0,349.12,0.25,B
2020-03-17T21:00:00Z,19.4,10.24,6.59,102139.45,0.55,19.81,333,0.48,C
2020-03-17T22:00:00Z,20.72,10.42,7.82,102147.37,0.52,121.48,360.33,0.95,B
2020-03-17T23:00:00Z,21.91,10.89,7.04,102129.42,0.5,268.73,354.97,0.94,C
2020-03-18T00:00:00Z,23.49,11.36,6.88,102102.43,0.46,387.69,355.58,0.55,B
2020-03-18T01:00:00Z,25.04,11.37,7.04,102043.32,0.42,658.22,349.93,0.58,B
2020-03-18T02:00:00Z,26.47,11.56,7.17,101951.42,0.39,765.58,352.19,0.3,C
2020-03-18T03:00:00Z,26.57,11.62,6.81,101923.83,0.39,496,384.49,0.96,A
2020-03-18T04:00:00Z,26.57,11.94,5.74,101877.91,0.4,327.66,398.39,1,A
2020-03-18T05:00:00Z,26.09,12.24,5.04,101822.56,0.42,158.55,407.59,1,B
2020-03-18T06:00:00Z,26.12,12.24,4.9,101775.87,0.42,117.84,408.92,1,A
2020-03-18T07:00:00Z,26.27,11.95,4.8,101767.67,0.41,110.27,399.72,0.49,C
2020-03-18T08:00:00Z,25.48,11.43,4.48,101801.32,0.41,121.48,381.01,0.76,A
2020-03-18T09:00:00Z,25.08,11.69,3.12,101837.05,0.43,12.12,379.38,0.99,A
2020-03-18T10:00:00Z,23.36,11.96,0.93,101913.16,0.49,0,379.48,0.64,C
2020-03-18T11:00:00Z,21.4,12.97,1.75,101969.73,0.59,0,374.33,0.64,A
2020-03-18T12:00:00Z,19.86,13.39,1.45,101969.3,0.66,0,358.7,0.87,A
2020-03-18T13:00:00Z,19.49,13.7,0.87,101954.9,0.69,0,364.78,0.92,B
2020-03-18T14:00:00Z,18.89,13.65,1.15,101942.6,0.72,0,367.24,0.95,B
2020-03-18T15:00:00Z,18.56,13.91,1.21,101909.56,0.74,0,372.35,1,C
2020-03-18T16:00:00Z,19.16,13.69,1.05,101867.18,0.71,0,383.16,1,C
2020-03-18T17:00:00Z,19.14,14.11,1,101818.58,0.73,0,384.55,1,C
2020-03-18T18:00:00Z,19.24,13.96,1.46,101801.19,0.71,0,382.47,1,A
2020-03-18T19:00:00Z,19.36,13.51,2.78,101826.12,0.69,0,389.55,0.99,B
2020-03-18T20:00:00Z,19.46,13.5,3.34,101816.19,0.68,0,378.76,0.98,C
2020-03-18T21:00:00Z,19.76,13.21,3.69,101848.98,0.66,11.13,367.82,0.99,B
2020-03-18T22:00:00Z,21.97,12.45,4.25,101830.92,0.55,92.89,367.65,1,B
2020-03-18T23:00:00Z,23.21,12.78,4.91,101839.88,0.52,130.64,389.86,0.94,C
2020-03-19T00:00:00Z,25.36,13.26,5.52,101823.94,0.47,316.88,387.46,0.84,C
2020-03-19T01:00:00Z,26.93,13.1,6.43,101726.48,0.42,573.07,374.85,0.82,B
2020-03-19T02:00:00Z,28.14,12.97,7.08,101622.15,0.39,743.16,367.08,0.76,B
2020-03-19T03:00:00Z,28.58,13,7.6,101532.45,0.38,715.69,375.2,0.71,A
2020-03-19T04:00:00Z,28.8,13.01,7.57,101463.4,0.38,756.82,369.55,0.59,A
2020-03-19T05:00:00Z,28.96,12.94,6.08,101398.38,0.37,648.19,382.93,0.86,A
2020-03-19T06:00:00Z,28.89,12.66,5.69,101283.32,0.37,452.15,395.29,0.89,B
2020-03-19T07:00:00Z,28.44,12.21,5.91,101240.09,0.37,170.62,415.42,0.97,A
2020-03-19T08:00:00Z,27.89,11.76,5.82,101319.54,0.37,46.72,411.06,1,B
2020-03-19T09:00:00Z,27.72,11.77,5,101315.71,0.37,3.04,405.85,1,C
2020-03-19T10:00:00Z,25.58,13.04,4.77,101279.81,0.46,0,404.49,0.91,B
2020-03-19T11:00:00Z,24.55,13.6,4.65,101425.31,0.5,0,407.71,0.91,A
2020-03-19T12:00:00Z,20.59,13.78,5.4,101523.84,0.65,0,391.16,0.51,C
2020-03-19T13:00:00Z,18.19,13.39,3.14,101583.08,0.74,0,388.91,0.42,C
2020-03-19T14:00:00Z,17.89,13.03,0.81,101554.24,0.73,0,385.22,0.39,C
2020-03-19T15:00:00Z,17.29,12.83,0.76,101491.47,0.75,0,377.13,0.28,C
2020-03-19T16:00:00Z,17.05,11.64,2.22,101456.5,0.7,0,352.05,0.02,A
2020-03-19T17:00:00Z,16.02,10.27,3.35,101435.03,0.69,0,323.03,0,A
2020-03-19T18:00:00Z,15.35,10.01,3.94,101458.8,0.7,0,306.31,0.03,A
2020-03-19T19:00:00Z,14.98,10.09,4.22,101505.05,0.73,0,305.35,0.23,B
2020-03-19T20:00:00Z,14.75,10.25,4.16,101545.55,0.74,0,314.63,0.33,C
2020-03-19T21:00:00Z,15.01,10.43,4.22,101579.83,0.74,16.68,315.31,0.23,C
2020-03-19T22:00:00Z,16.38,11.1,4.97,101602.01,0.71,155.92,312.36,0.22,B
2020-03-19T23:00:00Z,17.4,10.85,6.71,101634.16,0.65,350.06,311.65,0.45,C
2020-03-20T00:00:00Z,18.91,10.92,6.58,101636.08,0.6,519.71,324.72,0.97,A
2020-03-20T01:00:00Z,19.69,11.12,6.65,101591,0.58,582.31,344.9,0.93,C
2020-03-20T02:00:00Z,20.39,11,6.99,101552,0.55,509.91,355.09,0.97,C
2020-03-20T03:00:00Z,20.84,11.16,7.26,101511.06,0.54,360.6,377.19,0.96,A
2020-03-20T04:00:00Z,20.98,11.73,7.82,101538.74,0.55,361.26,384.54,0.95,C
2020-03-20T05:00:00Z,20.11,12.68,7.5,101561.27,0.62,288.51,378.7,0.95,B
2020-03-20T06:00:00Z,19.25,12.44,7.04,101627.99,0.65,204.26,385.66,0.94,B
2020-03-20T07:00:00Z,18.49,12.23,6.67,101745.8,0.67,157.84,377.13,0.97,B
2020-03-20T08:00:00Z,17.23,12.25,6.03,101865.97,0.73,62.22,377.49,0.96,C
2020-03-20T09:00:00Z,16.66,12.14,5.5,101961.55,0.75,3.8,377.79,0.93,C
2020-03-20T10:00:00Z,15.6,12.01,5,102073.97,0.79,0,372.98,0.98,A
2020-03-20T11:00:00Z,15.18,11.88,4.77,102121.28,0.81,0,363.67,1,C
2020-03-20T12:00:00Z,14.81,11.84,5.03,102147.69,0.82,0,354.44,1,A
2020-03-20T13:00:00Z,14.78,11.79,5.04,102180.4,0.82,0,353.53,0.91,B
2020-03-20T14:00:00Z,14.72,11.66,4.77,102172.5,0.82,0,348.56,0.92,B
2020-03-20T15:00:00Z,14.68,11.04,4.45,102128.56,0.79,0,359.75,0.91,B
2020-03-20T16:00:00Z,14.57,10.54,4.2,102129.67,0.77,0,353.16,0.82,A
2020-03-20T17:00:00Z,14.27,10.08,4.4,102146.18,0.76,0,345.04,0.88,B
2020-03-20T18:00:00Z,13.96,9.47,4.14,102172.76,0.74,0,342.49,0.96,B
2020-03-20T19:00:00Z,14.03,9.11,3.8,102149.59,0.72,0,353.99,1,B
2020-03-20T20:00:00Z,14,8.75,3.58,102179.52,0.71,0,351.2,1,C
2020-03-20T21:00:00Z,13.77,8.55,3.66,102206.29,0.71,7.87,353.35,0.96,B
2020-03-20T22:00:00Z,14.29,8.42,3.15,102270.32,0.68,80.93,349.45,0.93,A
2020-03-20T23:00:00Z,14.63,8.36,2.91,102298.73,0.66,169.07,356.51,0.96,B
2020-03-21T00:00:00Z,15.3,8.52,2.54,102329.3,0.64,338.23,354.48,0.99,C
2020-03-21T01:00:00Z,15.85,8.56,2.26,102292.25,0.62,399.75,363.54,0.97,A
2020-03-21T02:00:00Z,16.35,8.82,2.27,102252.24,0.61,478.45,351.06,1,B
2020-03-21T03:00:00Z,16.89,8.98,2.17,102193.25,0.6,452.38,360.62,0.98,C
2020-03-21T04:00:00Z,16.91,8.91,1.89,102114.46,0.59,422.41,355.85,1,C
2020-03-21T05:00:00Z,16.74,8.98,2.15,102086.3,0.6,284.52,347.56,0.96,A
2020-03-21T06:00:00Z,16.42,9.13,2.57,102054.59,0.62,226.56,348.24,0.92,C
2020-03-21T07:00:00Z,16.12,9.19,3.13,102121.71,0.63,218.97,331.63,0.7,C
2020-03-21T08:00:00Z,15.46,9.23,3.01,102140.27,0.66,87.94,332.5,0.84,A
2020-03-21T09:00:00Z,15.17,9.47,2.73,102157.56,0.69,3.89,347.2,0.9,A
2020-03-21T10:00:00Z,14.69,9.59,2.09,102206.55,0.71,0,344.39,0.87,A
2020-03-21T11:00:00Z,13.99,9.63,1.5,102198.49,0.75,0,336.67,0.9,A
2020-03-21T12:00:00Z,13.52,9.64,1.2,102182.94,0.77,0,326.88,0.45,A
2020-03-21T13:00:00Z,13.32,9.49,1.27,102164.29,0.78,0,313.54,0.61,A
2020-03-21T14:00:00Z,13.42,9.63,1.23,102133.37,0.78,0,324.21,0.78,C
2020-03-21T15:00:00Z,12.97,9.74,1.16,102111.81,0.81,0,326.39,0.83,A
2020-03-21T16:00:00Z,12.34,9.8,1.18,102090.47,0.85,0,320.58,0.6,A
2020-03-21T17:00:00Z,12.25,10.08,1.6,102067.18,0.87,0,325.73,0.48,C
2020-03-21T18:00:00Z,12.22,10.18,1.9,102058.47,0.87,0,315.49,0.62,A
2020-03-21T19:00:00Z,12.15,10.26,2.17,102060.18,0.88,0,327.32,0.56,C
2020-03-21T20:00:00Z,12.3,10.59,2.62,102112.34,0.89,0,325.42,0.65,C
2020-03-21T21:00:00Z,12.75,10.83,3.34,102147.06,0.88,8.47,344.48,1,B
2020-03-21T22:00:00Z,14.08,11.61,3.66,102244.01,0.85,44.9,366.24,0.98,B
2020-03-21T23:00:00Z,14.83,12.45,4.88,102313.18,0.86,77.31,374.71,0.91,C
2020-03-22T00:00:00Z,15.3,12.46,5.31,102400.14,0.83,172.32,369.29,0.76,B
2020-03-22T01:00:00Z,15.51,12.59,5.69,102425.06,0.83,293.55,344.05,0.54,C
2020-03-22T02:00:00Z,16.69,11.89,6.07,102441.06,0.73,590.68,320.38,0.43,B
2020-03-22T03:00:00Z,17.25,10.7,6.21,102455.81,0.65,655.32,312.71,0.44,A
2020-03-22T04:00:00Z,17.54,10.33,6.35,102453.26,0.63,673.8,319.15,0.34,C
2020-03-22T05:00:00Z,17.31,9.94,6.63,102472.7,0.62,501.78,325.93,0.44,A
2020-03-22T06:00:00Z,16.62,9.66,6.72,102490.68,0.63,400.81,319.85,0.35,B
2020-03-22T07:00:00Z,16.16,9.54,6.51,102560.76,0.65,260.2,337.21,0.45,A
2020-03-22T08:00:00Z,15.1,9.58,6.2,102612.4,0.7,94.62,320.73,0.68,C
2020-03-22T09:00:00Z,14.61,9.31,6,102689.97,0.7,4.49,332.9,0.59,A
2020-03-22T10:00:00Z,13.88,7.45,5.5,102742.15,0.65,0,328.63,0.56,C
2020-03-22T11:00:00Z,13.57,6.8,5.14,102805.06,0.64,0,336.05,0.66,B
2020-03-22T12:00:00Z,13,6.31,4.51,102837.23,0.64,0,326.54,0.64,B
2020-03-22T13:00:00Z,13.02,6.38,4.09,102854.54,0.64,0,346.46,0.69,B
2020-03-22T14:00:00Z,12.89,6.71,3.96,102803.89,0.66,0,338.66,0.94,A
2020-03-22T15:00:00Z,12.42,6.81,3.94,102786.31,0.69,0,349.01,0.96,C
2020-03-22T16:00:00Z,12.72,7.09,3.91,102767.57,0.69,0,339.35,0.98,B
2020-03-22T17:00:00Z,12.51,7.36,3.79,102733.97,0.71,0,330.89,0.99,B
2020-03-22T18:00:00Z,12.7,7.34,3.56,102713.52,0.7,0,341.08,0.99,A
2020-03-22T19:00:00Z,12.57,7.53,3.38,102741.91,0.71,0,340.87,0.97,B
2020-03-22T20:00:00Z,12.35,7.73,3.29,102764.88,0.73,0,343.29,0.96,B
2020-03-22T21:00:00Z,12.45,7.93,3.47,102812.32,0.74,8.38,324.3,0.88,B
2020-03-22T22:00:00Z,13.49,8.16,2.72,102855.62,0.7,110.7,331.12,0.82,B
2020-03-22T23:00:00Z,14.39,8.23,4.3,102897.89,0.66,290.42,322.47,0.83,A
2020-03-23T00:00:00Z,15.11,7.96,4.36,102891,0.62,326.84,339.49,0.93,A
2020-03-23T01:00:00Z,15.99,7.47,4.12,102851.2,0.57,480.88,338.24,0.94,C
2020-03-23T02:00:00Z,16.39,7.19,4.16,102804.6,0.54,491,351.47,0.98,B
2020-03-23T03:00:00Z,16.77,7.17,4.36,102741.08,0.53,565.73,351.23,0.95,B
2020-03-23T04:00:00Z,17.09,7.29,4.49,102691.38,0.52,677.66,345.8,0.95,A
2020-03-23T05:00:00Z,16.75,7.21,4.55,102661.12,0.53,512.37,334.82,0.94,A
2020-03-23T06:00:00Z,16.24,7.28,4.51,102645.76,0.55,390.37,332.42,0.93,A
2020-03-23T07:00:00Z,15.82,7.01,4.42,102656.86,0.56,266.35,335.21,0.94,A
2020-03-23T08:00:00Z,15.06,6.89,4.2,102686.89,0.58,93.53,331.58,0.82,B
2020-03-23T09:00:00Z,14.75,6.89,3.85,102681.81,0.59,5.42,319.1,0.64,A
2020-03-23T10:00:00Z,13.28,7.39,3.13,102740.94,0.67,0,295.12,0.51,A
2020-03-23T11:00:00Z,12.65,7.3,2.93,102764.7,0.7,0,303.62,0.37,B
2020-03-23T12:00:00Z,12.11,7.07,2.99,102693.77,0.71,0,297.72,0.98,B
2020-03-23T13:00:00Z,11.66,6.85,2.55,102667,0.72,0,284.11,0.95,A
2020-03-23T14:00:00Z,11.21,6.66,2.44,102606.76,0.74,0,290.36,0.95,C
2020-03-23T15:00:00Z,10.29,6.39,2.63,102536.69,0.77,0,284.22,0.54,C
2020-03-23T16:00:00Z,10.17,6.25,2.42,102481,0.77,0,297.09,0.68,B
2020-03-23T17:00:00Z,9.64,6.07,2.21,102440.75,0.78,0,289.42,0.87,B
2020-03-23T18:00:00Z,9.49,6.04,2.05,102407.53,0.79,0,288.02,0.89,B
2020-03-23T19:00:00Z,9.41,6.05,1.95,102424.69,0.8,0,309.53,0.96,B
2020-03-23T20:00:00Z,9.61,6.22,2.12,102416.8,0.79,0,300.51,0.98,B
2020-03-23T21:00:00Z,9.59,6.49,2.02,102433.67,0.81,11.06,306.12,0.98,B
2020-03-23T22:00:00Z,11.51,7.31,2.07,102495.13,0.75,105.83,310.56,0.94,A
2020-03-23T23:00:00Z,12.9,7.51,2.78,102483.75,0.7,282.14,311.03,0.82,C
2020-03-24T00:00:00Z,15,8.15,3.21,102460.13,0.64,502.88,303.33,0.93,A
2020-03-24T01:00:00Z,16.12,8.08,2.94,102436.54,0.59,650.54,304.26,0.96,B
2020-03-24T02:00:00Z,16.75,8.2,2.91,102373.98,0.57,578.81,336.34,0.95,B
2020-03-24T03:00:00Z,17.3,8.44,3.04,102300.42,0.56,553.11,345.33,0.81,C
2020-03-24T04:00:00Z,17.47,8.68,3.49,102230.84,0.56,572.46,336.05,0.69,C
2020-03-24T05:00:00Z,17.61,8.69,3.99,102168.09,0.56,571.09,325.12,0.99,B
2020-03-24T06:00:00Z,16.75,8.71,4.29,102138.55,0.59,459.05,319.99,1,A
2020-03-24T07:00:00Z,16.07,8.72,4.56,102173.09,0.62,292.92,306.26,1,C
2020-03-24T08:00:00Z,15.07,8.53,4.28,102239.86,0.65,101.62,309.78,1,B
2020-03-24T09:00:00Z,14.61,8.36,4.07,102279.72,0.66,4.25,322.49,1,B
2020-03-24T10:00:00Z,13.62,8.13,2.94,102324.16,0.69,0,314.76,1,C
2020-03-24T11:00:00Z,13.25,8.27,2.64,102353.44,0.72,0,307.87,1,C
2020-03-24T12:00:00Z,12.83,8.27,2.59,102349.92,0.74,0,305.07,0.98,C
2020-03-24T13:00:00Z,12.55,8.29,2.52,102339.26,0.75,0,304.87,0.95,B
2020-03-24T14:00:00Z,11.99,8.25,2.27,102306.96,0.78,0,298.87,0.87,A
2020-03-24T15:00:00Z,12.46,8.48,1.89,102270.96,0.77,0,298.34,0.7,C
2020-03-24T16:00:00Z,12.4,8.56,1.91,102254.02,0.77,0,301.36,0.65,A
2020-03-24T17:00:00Z,12.37,8.75,2.42,102223.06,0.79,0,312.13,0.57,C
2020-03-24T18:00:00Z,12.36,8.97,2.35,102222.16,0.8,0,303.19,0.53,C
2020-03-24T19:00:00Z,12.2,9.01,2.41,102247.47,0.81,0,327.13,0.62,A
2020-03-24T20:00:00Z,12.03,8.87,2.63,102272.31,0.81,0,320.2,0.71,B
2020-03-24T21:00:00Z,12.6,8.97,3.19,102337.52,0.79,8.96,331.94,0.89,A
2020-03-24T22:00:00Z,14.26,8.77,3.14,102374.92,0.7,103.33,340.59,0.98,B
2020-03-24T23:00:00Z,14.59,7.55,4.05,102413.68,0.63,201.97,345.71,0.98,B
2020-03-25T00:00:00Z,15.01,7.32,4.29,102473.98,0.6,233.99,357.22,0.99,B
2020-03-25T01:00:00Z,15.6,7.13,4.48,102488.4,0.57,309.26,357.38,0.99,B
2020-03-25T02:00:00Z,16.03,7.33,4.85,102484.81,0.56,432.59,352.24,0.98,B
2020-03-25T03:00:00Z,16.4,7.39,5.51,102479.47,0.55,543.35,337.99,1,C
2020-03-25T04:00:00Z,16.28,7.53,5.94,102441.07,0.56,488.61,356.55,1,A
2020-03-25T05:00:00Z,16.08,7.63,5.93,102472.43,0.57,313.7,358.25,1,C
2020-03-25T06:00:00Z,15.79,7.55,5.76,102417.18,0.58,246.3,362.44,0.97,B
2020-03-25T07:00:00Z,15.81,7.62,5.11,102497.25,0.58,132.62,356.51,0.99,C
2020-03-25T08:00:00Z,15.3,7.68,4.41,102523.91,0.6,59.33,351.73,0.9,B
2020-03-25T09:00:00Z,15.01,7.99,3.98,102554.89,0.63,3.31,344.03,0.76,B
2020-03-25T10:00:00Z,14.09,8.45,3.4,102612.25,0.69,0,326.89,0.88,B
2020-03-25T11:00:00Z,13.86,8.83,3.35,102644.01,0.72,0,317.81,0.82,B
2020-03-25T12:00:00Z,13.52,9.25,3.15,102659.63,0.75,0,323.25,0.76,B
2020-03-25T13:00:00Z,13.36,9.6,3.22,102712.45,0.78,0,318.57,0.65,A
2020-03-25T14:00:00Z,13.41,10,3.1,102722.77,0.8,0,334.14,0.66,A
2020-03-25T15:00:00Z,13.09,10.09,2.95,102698.67,0.82,0,319.01,0.67,B
2020-03-25T16:00:00Z,13.07,10.29,2.84,102701.88,0.83,0,328.16,0.61,A
2020-03-25T17:00:00Z,13,10.36,2.91,102641.77,0.84,0,327.4,0.5,C
2020-03-25T18:00:00Z,12.58,10.36,3.08,102638.82,0.86,0,312.98,0.3,A
2020-03-25T19:00:00Z,12.54,10.44,3.28,102645.23,0.87,0,316.96,0.32,C
2020-03-25T20:00:00Z,12.23,10.33,3.59,102670.89,0.88,0,313.07,0.42,A
2020-03-25T21:00:00Z,12.3,10.54,3.75,102717.98,0.89,8.92,322.01,0.49,B
2020-03-25T22:00:00Z,14.03,11.05,3.13,102765.57,0.82,112.71,330.77,0.79,C
2020-03-25T23:00:00Z,15.3,10.97,4.58,102781.55,0.75,267.91,331.84,0.76,A
2020-03-26T00:00:00Z,16.71,10.69,4.41,102772.64,0.68,390.4,332.81,0.83,B
2020-03-26T01:00:00Z,17.62,10.7,3.86,102734.78,0.64,502.13,349.64,0.68,C
2020-03-26T02:00:00Z,18.58,10.34,3.29,102665.94,0.59,634.75,329.23,0.53,C
2020-03-26T03:00:00Z,19.75,10.24,2.87,102592.02,0.54,727.38,318.81,0.27,C
2020-03-26T04:00:00Z,20.03,10.4,2.88,102533.09,0.54,719.64,305.54,0.03,A
2020-03-26T05:00:00Z,20.09,10.8,3.36,102486.41,0.55,668.72,307.25,0,A
2020-03-26T06:00:00Z,19.36,11.24,3.88,102393.93,0.59,515.7,307.61,0,B
2020-03-26T07:00:00Z,18.84,11.18,4.19,102424.72,0.61,324.58,308.86,0,A
2020-03-26T08:00:00Z,17.47,11.57,3.89,102408.27,0.68,123.12,306.51,0,C
2020-03-26T09:00:00Z,16.41,12.03,3.38,102451.56,0.75,4.4,302.98,0,A
2020-03-26T10:00:00Z,15.12,12.41,2.2,102493.04,0.84,0,300.35,0,B
2020-03-26T11:00:00Z,14.17,12.18,1.19,102512.19,0.88,0,298.9,0.03,A
2020-03-26T12:00:00Z,13.63,11.97,0.52,102513.03,0.9,0,297.9,0.03,A
2020-03-26T13:00:00Z,13.46,11.88,0.12,102522.25,0.9,0,296.4,0.16,B
2020-03-26T14:00:00Z,13.08,11.72,0.18,102497.12,0.91,0,296.17,0.41,A
2020-03-26T15:00:00Z,12.85,11.84,0.67,102491.69,0.94,0,303.09,0.46,C
2020-03-26T16:00:00Z,12.73,11.94,1.16,102473.7,0.95,0,320.37,0.54,C
2020-03-26T17:00:00Z,12.52,11.97,1.52,102455.37,0.96,0,321.89,0.58,B
2020-03-26T18:00:00Z,12.28,11.86,1.73,102405.8,0.97,0,337.24,0.69,C
2020-03-26T19:00:00Z,12.25,11.74,1.79,102465.86,0.97,0,332.39,0.72,B
2020-03-26T20:00:00Z,12.12,11.55,1.89,102478.1,0.96,0,352.17,0.84,A
2020-03-26T21:00:00Z,12.23,11.51,1.9,102518.87,0.95,6.88,350.61,0.91,A
2020-03-26T22:00:00Z,14.25,12.51,2.36,102557.2,0.89,96.28,348.49,0.63,C
2020-03-26T23:00:00Z,16.9,12.87,2.71,102558.95,0.77,242.68,355.22,0.56,C
2020-03-27T00:00:00Z,20.24,12.37,3.41,102526.45,0.61,386.99,346.69,0.53,A
2020-03-27T01:00:00Z,22.12,12.28,3.62,102472.89,0.54,554.42,348.37,0.61,B
2020-03-27T02:00:00Z,23.45,12.57,2.99,102394.5,0.5,562.82,371.96,0.84,C
2020-03-27T03:00:00Z,24.34,12.57,2.27,102300.35,0.48,597.92,365.5,0.97,C
2020-03-27T04:00:00Z,24.96,11.91,1.5,102240.86,0.44,661.66,363.3,0.99,C
2020-03-27T05:00:00Z,25.33,10.53,0.81,102181.83,0.39,567.35,347.4,1,C
2020-03-27T06:00:00Z,24.87,9.85,0.49,102138.93,0.39,446.36,346.56,1,C
2020-03-27T07:00:00Z,24.28,10.8,1.26,102112.89,0.43,264.01,349.23,0.99,A
2020-03-27T08:00:00Z,21.96,11.94,2.33,102112.75,0.53,89.6,347.55,1,B
2020-03-27T09:00:00Z,20.38,11.43,2.67,102152.54,0.56,2.86,347.17,0.98,A
2020-03-27T10:00:00Z,18.3,12.21,2.64,102166.71,0.68,0,341.71,1,B
2020-03-27T11:00:00Z,17.55,12.12,2.58,102180.89,0.7,0,337.21,1,B
2020-03-27T12:00:00Z,17.06,12.07,2.53,102142.25,0.72,0,337.88,1,B
2020-03-27T13:00:00Z,16.4,11.92,2.52,102140.93,0.75,0,336.86,1,C
2020-03-27T14:00:00Z,15.82,11.9,2.4,102122.81,0.78,0,331.51,0.99,B
2020-03-27T15:00:00Z,15.36,11.61,2.28,102098.37,0.78,0,328,1,A
2020-03-27T16:00:00Z,14.8,11.38,2.33,102112.69,0.8,0,318.24,1,A
2020-03-27T17:00:00Z,14.37,11.01,2.42,102069.77,0.8,0,323.25,0.99,B
2020-03-27T18:00:00Z,14.12,10.82,2.7,102072.36,0.81,0,323.45,1,A
2020-03-27T19:00:00Z,14.38,10.45,3.1,102071.86,0.77,0,331.31,0.98,A
2020-03-27T20:00:00Z,14.98,9.85,3.7,102093.63,0.71,0,338.44,0.99,C
2020-03-27T21:00:00Z,15.47,9.74,4.27,102122.97,0.69,8.48,328.65,0.97,A
2020-03-27T22:00:00Z,17.65,10.99,5.06,102148.86,0.65,114.36,325.46,0.09,A
2020-03-27T23:00:00Z,19.94,11.82,5.66,102115.82,0.59,307.68,324.17,0.05,C
2020-03-28T00:00:00Z,22.51,12.39,6.08,102092.9,0.53,514.84,325.62,0.05,C
2020-03-28T01:00:00Z,23.79,12.7,5.96,102017.68,0.5,662.46,330.77,0.03,B
2020-03-28T02:00:00Z,25.05,12.97,5.81,101936.55,0.47,727.62,337.61,0.04,C
2020-03-28T03:00:00Z,25.96,13.11,5.63,101838.48,0.45,692.19,342.55,0.12,A
2020-03-28T04:00:00Z,26.31,12.87,5.37,101750.92,0.43,689.68,350.58,0.15,B
2020-03-28T05:00:00Z,26.05,12.25,5.07,101697.05,0.42,519.16,369.85,0.25,C
2020-03-28T06:00:00Z,25.47,11.87,4.72,101635.57,0.43,440.64,354.22,0.17,B
2020-03-28T07:00:00Z,25.2,11.46,3.86,101626.34,0.42,294.7,346.03,0.17,B
2020-03-28T08:00:00Z,23.8,11.39,3.37,101616.11,0.46,101.42,343.91,0.46,C
2020-03-28T09:00:00Z,22.65,11.26,3.68,101632.04,0.49,2.3,347.83,0.81,B
2020-03-28T10:00:00Z,20.99,11.04,4.67,101634.03,0.53,0,342.48,0.29,C
2020-03-28T11:00:00Z,20.54,10.61,5.13,101615.79,0.53,0,342.41,0.21,C
2020-03-28T12:00:00Z,20,9.94,5.41,101605.13,0.52,0,330.71,0.3,A
2020-03-28T13:00:00Z,19.76,9.46,5.58,101557.88,0.51,0,330.16,0.62,A
2020-03-28T14:00:00Z,19.53,8.6,5.54,101490.31,0.49,0,325.21,0.71,B
2020-03-28T15:00:00Z,19.21,8.39,5.61,101438.41,0.49,0,320.79,0.97,B
2020-03-28T16:00:00Z,19.07,8.23,5.69,101349.94,0.49,0,322.92,1,A
2020-03-28T17:00:00Z,18.95,8.24,5.74,101316.44,0.5,0,327.63,0.99,A
2020-03-28T18:00:00Z,19.11,8.65,6.29,101267.58,0.51,0,329.92,0.99,C
2020-03-28T19:00:00Z,19.24,8.75,6.91,101258.7,0.51,0,348.69,0.98,C
2020-03-28T20:00:00Z,19.4,8.93,7.23,101245.93,0.51,0,346.8,0.99,C
2020-03-28T21:00:00Z,19.41,9.31,7.43,101229.64,0.52,5.99,351.18,0.99,C
2020-03-28T22:00:00Z,20.48,10.41,6.53,101273.68,0.52,78.96,351.95,1,B
2020-03-28T23:00:00Z,21.21,11.65,6.98,101239.41,0.54,191.06,353.02,0.73,A
2020-03-29T00:00:00Z,22.65,12.69,7.78,101224.51,0.53,348.32,354.55,0.65,C
2020-03-29T01:00:00Z,23.68,13.19,8.09,101137.22,0.52,480.11,356.99,0.92,B
2020-03-29T02:00:00Z,23.9,13.35,7.77,101070.47,0.52,600.43,357.49,0.99,C
2020-03-29T03:00:00Z,23.45,13.5,6.75,101056.65,0.54,525.13,368.85,1,A
2020-03-29T04:00:00Z,22.8,14.41,5.94,101090.04,0.59,445.76,379.77,1,B
2020-03-29T05:00:00Z,20.55,14.23,6.78,100949.54,0.67,146.44,387.41,1,B
2020-03-29T06:00:00Z,18.76,15.54,6.27,100871.99,0.82,77.76,387.43,0.78,C
2020-03-29T07:00:00Z,19.41,16.23,6.15,100920.04,0.82,198.67,356.63,0.14,C
2020-03-29T08:00:00Z,19.23,16.56,5.96,100916.53,0.85,100.75,346.51,0.06,A
2020-03-29T09:00:00Z,19.13,16.57,5.92,100957.37,0.85,1.85,343.3,0.06,B
2020-03-29T10:00:00Z,19.06,16.31,5.23,101027.3,0.84,0,342.99,0.29,A
2020-03-29T11:00:00Z,19.16,16.31,5.24,101030.03,0.84,0,352,0.4,B
